Contig,count,Depth avg,std,min,25%,Depth median,75%,max,count_nonzero,count_unique,count_unique_nonzero,sample,dataset,ncbi,region,id,distribution,genome_size,weighted_dist,readshare,expected_average_coverage,simulation_error,corrected_median,raw_error,corrected_error,RE,RE_corr
NZ_LT906470.1.region002,32244.0,50.91182855725096,21.802817447214228,20.0,42.0,48.0,53.0,341.0,32244,32242,32242,sample_1,1GB,NZ_LT906470_1,region002,Genome5,0.1927439608192744,2041290,393446.3197807766,122439503.77655695,59.98143515941241,0.03,90.99862241329008,-11.981435159412413,31.017187253877665,-0.1997523921788367,0.5171131229428475
NZ_LT906470.1.region003,21755.0,49.3149161112388,13.528567341272602,25.0,43.0,48.0,53.0,214.0,21755,21739,21739,sample_1,1GB,NZ_LT906470_1,region003,Genome5,0.1927439608192744,2041290,393446.3197807766,122439503.77655695,59.98143515941241,0.03,90.99862241329008,-11.981435159412413,31.017187253877665,-0.1997523921788367,0.5171131229428475
NZ_LT906470.1.region001,26313.0,50.32789875726827,14.980293746343856,20.0,43.0,48.0,54.0,181.0,26313,26313,26313,sample_1,1GB,NZ_LT906470_1,region001,Genome5,0.1927439608192744,2041290,393446.3197807766,122439503.77655695,59.98143515941241,0.03,90.99862241329008,-11.981435159412413,31.017187253877665,-0.1997523921788367,0.5171131229428475
NZ_LT906445.1.region001,21700.0,62.376221198156685,19.33782435447368,30.0,52.0,57.0,64.0,175.0,21700,21700,21700,sample_1,1GB,NZ_LT906445_1,region001,Genome4,0.2345342640234534,2132142,500060.354763494,155617522.94362858,72.98647226293022,0.03,108.06086411578197,-15.98647226293022,35.07439185285175,-0.2190333601182933,0.48056017458273576
NC_014328.1.region003,20732.0,4.8273683195060775,2.6622738497040523,0.0,3.0,4.0,6.0,22.0,20442,20725,20435,sample_3,0_2GB,NC_014328_1,region003,Genome1,0.196041361,4630065,907684.244118465,52311058.69793197,11.29812620296518,0.03,7.58321853444084,-7.2981262029651806,-3.714907668524341,-0.6459589910625884,-0.3288074147684213
NC_014328.1.region005,21571.0,4.920077882342033,8.534535948744853,0.0,3.0,4.0,6.0,182.0,21234,21570,21233,sample_3,0_2GB,NC_014328_1,region005,Genome1,0.196041361,4630065,907684.244118465,52311058.69793197,11.29812620296518,0.03,7.58321853444084,-7.2981262029651806,-3.714907668524341,-0.6459589910625884,-0.3288074147684213
NC_014328.1.region004,22089.0,5.314590972882431,8.868850327230668,0.0,3.0,4.0,6.0,182.0,21763,22066,21740,sample_3,0_2GB,NC_014328_1,region004,Genome1,0.196041361,4630065,907684.244118465,52311058.69793197,11.29812620296518,0.03,7.58321853444084,-7.2981262029651806,-3.714907668524341,-0.6459589910625884,-0.3288074147684213
NC_014328.1.region002,19021.0,4.488775563850481,2.6787402832083886,0.0,3.0,4.0,6.0,22.0,18612,19019,18610,sample_3,0_2GB,NC_014328_1,region002,Genome1,0.196041361,4630065,907684.244118465,52311058.69793197,11.29812620296518,0.03,7.58321853444084,-7.2981262029651806,-3.714907668524341,-0.6459589910625884,-0.3288074147684213
NC_014328.1.region001,18132.0,4.850430178689609,3.21940820528335,0.0,3.0,5.0,6.0,148.0,17996,18086,17950,sample_3,0_2GB,NC_014328_1,region001,Genome1,0.196041361,4630065,907684.244118465,52311058.69793197,11.29812620296518,0.03,9.47902316805105,-6.2981262029651806,-1.8191030349141304,-0.5574487388282354,-0.16100926846052657
NZ_CP053893.1.region002,19846.0,19.904565151667843,36.67712573044079,0.0,3.0,4.0,8.0,241.0,19366,19844,19364,sample_3,0_2GB,NZ_CP053893_1,region002,Genome3,0.2276825232,5984367,1362535.7783148142,78524761.82031891,13.121648759228655,0.03,7.58321853444084,-9.121648759228655,-5.538430224787816,-0.6951602597054171,-0.4220834078409966
NZ_CP053893.1.region005,66020.0,4.051802484095728,2.0774286153401453,0.0,3.0,4.0,5.0,22.0,64789,65902,64671,sample_3,0_2GB,NZ_CP053893_1,region005,Genome3,0.2276825232,5984367,1362535.7783148142,78524761.82031891,13.121648759228655,0.03,7.58321853444084,-9.121648759228655,-5.538430224787816,-0.6951602597054171,-0.4220834078409966
NZ_CP053893.1.region004,19578.0,4.163704157728062,2.2007619888778365,0.0,3.0,4.0,5.0,17.0,19214,19578,19214,sample_3,0_2GB,NZ_CP053893_1,region004,Genome3,0.2276825232,5984367,1362535.7783148142,78524761.82031891,13.121648759228655,0.03,7.58321853444084,-9.121648759228655,-5.538430224787816,-0.6951602597054171,-0.4220834078409966
NZ_CP053893.1.region006,20740.0,4.953616200578592,2.817353205933588,0.0,3.0,5.0,6.0,20.0,20311,20740,20311,sample_3,0_2GB,NZ_CP053893_1,region006,Genome3,0.2276825232,5984367,1362535.7783148142,78524761.82031891,13.121648759228655,0.03,9.47902316805105,-8.121648759228655,-3.6426255911776053,-0.6189503246317714,-0.2776042598012457
NZ_CP053893.1.region003,20374.0,4.082310788259546,4.54395984142675,0.0,2.0,4.0,5.0,152.0,19971,20341,19938,sample_3,0_2GB,NZ_CP053893_1,region003,Genome3,0.2276825232,5984367,1362535.7783148142,78524761.82031891,13.121648759228655,0.03,7.58321853444084,-9.121648759228655,-5.538430224787816,-0.6951602597054171,-0.4220834078409966
NZ_CP053893.1.region001,21541.0,3.875307553038392,1.9489905975823207,0.0,2.0,4.0,5.0,22.0,21100,21538,21097,sample_3,0_2GB,NZ_CP053893_1,region001,Genome3,0.2276825232,5984367,1362535.7783148142,78524761.82031891,13.121648759228655,0.03,7.58321853444084,-9.121648759228655,-5.538430224787816,-0.6951602597054171,-0.4220834078409966
NZ_CP020566.1.region001,21701.0,16.81457075710797,4.85177449948505,3.0,13.0,16.0,20.0,40.0,21701,21701,21701,sample_3,0_2GB,NZ_CP020566_1,region001,Genome2,0.3252943181,2071952,673994.2129759311,38843189.20980283,18.747147235941195,0.03,30.33287413776336,-2.7471472359411955,11.585726901822163,-0.14653681444793304,0.6179994617853389
NZ_LT906470.1.region002,32244.0,5.580604143406525,4.585182326217019,0.0,3.0,5.0,7.0,67.0,32021,32242,32019,sample_3,0_2GB,NZ_LT906470_1,region002,Genome5,0.099161333,2041290,202417.03743957,11665564.975457344,5.714800432793648,0.03,9.47902316805105,-0.7148004327936484,3.764222735257402,-0.12507880917273295,0.6586796476140957
NZ_LT906470.1.region003,21755.0,5.225419443806022,3.2522051630713444,0.0,3.0,5.0,6.0,36.0,21595,21739,21579,sample_3,0_2GB,NZ_LT906470_1,region003,Genome5,0.099161333,2041290,202417.03743957,11665564.975457344,5.714800432793648,0.03,9.47902316805105,-0.7148004327936484,3.764222735257402,-0.12507880917273295,0.6586796476140957
NZ_LT906470.1.region001,26313.0,5.149545851860297,3.712117549643607,0.0,3.0,5.0,6.0,43.0,25934,26313,25934,sample_3,0_2GB,NZ_LT906470_1,region001,Genome5,0.099161333,2041290,202417.03743957,11665564.975457344,5.714800432793648,0.03,9.47902316805105,-0.7148004327936484,3.764222735257402,-0.12507880917273295,0.6586796476140957
NZ_LT906445.1.region001,21700.0,9.11073732718894,5.910382299976362,0.0,6.0,8.0,10.0,40.0,21698,21700,21698,sample_3,0_2GB,NZ_LT906445_1,region001,Genome4,0.1518204647,2132142,323702.7892463874,18655425.29648896,8.74961672181729,0.03,15.16643706888168,-0.74961672181729,6.416820347064389,-0.08567423530085727,0.7333830213458332
NC_014328.1.region003,20732.0,4.898273200848929,2.659929226587266,0.0,3.0,5.0,6.0,24.0,20452,20725,20445,sample_0,0_2GB,NC_014328_1,region003,Genome1,0.218619331978138,4630065,1012221.7173153574,63342980.49748805,13.68079724528447,0.03,9.47902316805105,-8.68079724528447,-4.20177407723342,-0.63452422323389,-0.3071293289345179
NC_014328.1.region005,21571.0,5.503639145148579,9.58624919296238,0.0,3.0,5.0,6.0,205.0,21252,21570,21251,sample_0,0_2GB,NC_014328_1,region005,Genome1,0.218619331978138,4630065,1012221.7173153574,63342980.49748805,13.68079724528447,0.03,9.47902316805105,-8.68079724528447,-4.20177407723342,-0.63452422323389,-0.3071293289345179
NC_014328.1.region004,22089.0,5.236859975553443,9.379042647889149,0.0,3.0,4.0,6.0,205.0,21681,22066,21658,sample_0,0_2GB,NC_014328_1,region004,Genome1,0.218619331978138,4630065,1012221.7173153574,63342980.49748805,13.68079724528447,0.03,7.58321853444084,-9.68079724528447,-6.097578710843631,-0.707619378587112,-0.44570346314761433
NC_014328.1.region002,19021.0,5.110824877766679,2.721418542444154,0.0,3.0,5.0,6.0,24.0,18805,19019,18803,sample_0,0_2GB,NC_014328_1,region002,Genome1,0.218619331978138,4630065,1012221.7173153574,63342980.49748805,13.68079724528447,0.03,9.47902316805105,-8.68079724528447,-4.20177407723342,-0.63452422323389,-0.3071293289345179
NC_014328.1.region001,18132.0,4.90309949260975,3.603055054460174,0.0,3.0,5.0,6.0,200.0,17949,18086,17903,sample_0,0_2GB,NC_014328_1,region001,Genome1,0.218619331978138,4630065,1012221.7173153574,63342980.49748805,13.68079724528447,0.03,9.47902316805105,-8.68079724528447,-4.20177407723342,-0.63452422323389,-0.3071293289345179
NZ_CP053893.1.region002,19846.0,14.044895696865868,31.43605570492743,0.0,2.0,3.0,5.0,238.0,18408,19844,18406,sample_0,0_2GB,NZ_CP053893_1,region002,Genome3,0.1427720113857227,5984367,854400.1134603432,53466793.68578391,8.93441088853406,0.03,5.68741390083063,-5.93441088853406,-3.2469969877034304,-0.6642196069300956,-0.36342597494261775
NZ_CP053893.1.region005,66020.0,2.41981217812784,1.6791092377076586,0.0,1.0,2.0,3.0,15.0,59401,65902,59289,sample_0,0_2GB,NZ_CP053893_1,region005,Genome3,0.1427720113857227,5984367,854400.1134603432,53466793.68578391,8.93441088853406,0.03,3.79160926722042,-6.93441088853406,-5.142801621313641,-0.7761464046200638,-0.5756173166284119
NZ_CP053893.1.region004,19578.0,2.582899172540607,1.8680205221965065,0.0,1.0,2.0,4.0,11.0,17457,19578,17457,sample_0,0_2GB,NZ_CP053893_1,region004,Genome3,0.1427720113857227,5984367,854400.1134603432,53466793.68578391,8.93441088853406,0.03,3.79160926722042,-6.93441088853406,-5.142801621313641,-0.7761464046200638,-0.5756173166284119
NZ_CP053893.1.region006,20740.0,3.057666345226615,2.0228816807182617,0.0,2.0,3.0,4.0,14.0,19570,20740,19570,sample_0,0_2GB,NZ_CP053893_1,region006,Genome3,0.1427720113857227,5984367,854400.1134603432,53466793.68578391,8.93441088853406,0.03,5.68741390083063,-5.93441088853406,-3.2469969877034304,-0.6642196069300956,-0.36342597494261775
NZ_CP053893.1.region003,20374.0,2.9246588789633847,3.108655471357697,0.0,1.0,3.0,4.0,77.0,18965,20341,18932,sample_0,0_2GB,NZ_CP053893_1,region003,Genome3,0.1427720113857227,5984367,854400.1134603432,53466793.68578391,8.93441088853406,0.03,5.68741390083063,-5.93441088853406,-3.2469969877034304,-0.6642196069300956,-0.36342597494261775
NZ_CP053893.1.region001,21541.0,2.5702149389536237,1.6022420732586378,0.0,1.0,2.0,4.0,16.0,19725,21538,19722,sample_0,0_2GB,NZ_CP053893_1,region001,Genome3,0.1427720113857227,5984367,854400.1134603432,53466793.68578391,8.93441088853406,0.03,3.79160926722042,-6.93441088853406,-5.142801621313641,-0.7761464046200638,-0.5756173166284119
NZ_CP020566.1.region001,21701.0,16.91945071655684,5.099576199308832,4.0,13.0,16.0,20.0,44.0,21701,21701,21701,sample_0,0_2GB,NZ_CP020566_1,region001,Genome2,0.3259798834674019,2071952,675414.6715100503,42266212.66203227,20.39922385365697,0.03,30.33287413776336,-4.39922385365697,9.933650284106388,-0.21565643306906115,0.48696216853003366
NZ_LT906470.1.region002,32244.0,7.67848281850887,5.009242555056268,0.0,5.0,7.0,9.0,74.0,32226,32242,32224,sample_0,0_2GB,NZ_LT906470_1,region002,Genome5,0.1387160781861283,2041290,283159.74324056186,17719617.932454042,8.680598020102014,0.03,13.27063243527147,-1.680598020102014,4.590034415169455,-0.1936039448215647,0.5287693779322722
NZ_LT906470.1.region003,21755.0,7.07497127097219,3.726717258540135,0.0,5.0,6.0,9.0,40.0,21732,21739,21716,sample_0,0_2GB,NZ_LT906470_1,region003,Genome5,0.1387160781861283,2041290,283159.74324056186,17719617.932454042,8.680598020102014,0.03,11.37482780166126,-2.680598020102014,2.6942297815592458,-0.3088033812756269,0.3103737525133762
NZ_LT906470.1.region001,26313.0,7.366624862235397,3.7529463947155457,0.0,5.0,7.0,9.0,45.0,26296,26313,26296,sample_0,0_2GB,NZ_LT906470_1,region001,Genome5,0.1387160781861283,2041290,283159.74324056186,17719617.932454042,8.680598020102014,0.03,13.27063243527147,-1.680598020102014,4.590034415169455,-0.1936039448215647,0.5287693779322722
NZ_LT906445.1.region001,21700.0,10.047695852534565,6.1262792930553855,0.0,6.0,9.0,11.0,44.0,21676,21700,21676,sample_0,0_2GB,NZ_LT906445_1,region001,Genome4,0.1739126949826087,2132142,370806.5613056093,23204395.22224174,10.883137812698097,0.03,17.06224170249189,-1.8831378126980969,6.179103889793792,-0.17303261661364905,0.567768597268355
NC_014328.1.region003,20732.0,7.629316997877677,3.455278072699468,0.0,5.0,7.0,9.0,29.0,20729,20725,20722,sample_2,0_2GB,NC_014328_1,region003,Genome1,0.3046749703,4630065,1410664.9163620695,82150219.65650159,17.74277891487519,0.03,13.27063243527147,-10.742778914875188,-4.472146479603719,-0.6054733007955512,-0.25205445556526446
NC_014328.1.region005,21571.0,7.651569236474897,13.64805181106142,0.0,5.0,6.0,8.0,319.0,21521,21570,21520,sample_2,0_2GB,NC_014328_1,region005,Genome1,0.3046749703,4630065,1410664.9163620695,82150219.65650159,17.74277891487519,0.03,11.37482780166126,-11.742778914875188,-6.367951113213929,-0.6618342578247581,-0.35890381905594093
NC_014328.1.region004,22089.0,7.391869256190864,13.90461696198065,0.0,4.0,6.0,8.0,319.0,22026,22066,22003,sample_2,0_2GB,NC_014328_1,region004,Genome1,0.3046749703,4630065,1410664.9163620695,82150219.65650159,17.74277891487519,0.03,11.37482780166126,-11.742778914875188,-6.367951113213929,-0.6618342578247581,-0.35890381905594093
NC_014328.1.region002,19021.0,7.135954997108459,3.481922825153873,0.0,5.0,7.0,9.0,29.0,19009,19019,19007,sample_2,0_2GB,NC_014328_1,region002,Genome1,0.3046749703,4630065,1410664.9163620695,82150219.65650159,17.74277891487519,0.03,13.27063243527147,-10.742778914875188,-4.472146479603719,-0.6054733007955512,-0.25205445556526446
NC_014328.1.region001,18132.0,6.850705934259872,4.87753538020413,0.0,5.0,6.0,8.0,260.0,18055,18086,18009,sample_2,0_2GB,NC_014328_1,region001,Genome1,0.3046749703,4630065,1410664.9163620695,82150219.65650159,17.74277891487519,0.03,11.37482780166126,-11.742778914875188,-6.367951113213929,-0.6618342578247581,-0.35890381905594093
NZ_CP053893.1.region002,19846.0,15.100725587020056,32.23731888864624,0.0,2.0,3.0,6.0,237.0,18695,19844,18693,sample_2,0_2GB,NZ_CP053893_1,region002,Genome3,0.1472088363,5984367,880951.7020621222,51302314.95216209,8.572722052668576,0.03,5.68741390083063,-5.572722052668576,-2.885308151837946,-0.6500528091814035,-0.3365684941272285
NZ_CP053893.1.region005,66020.0,2.607906694940927,1.707509601168968,0.0,1.0,2.0,4.0,14.0,60452,65902,60335,sample_2,0_2GB,NZ_CP053893_1,region005,Genome3,0.1472088363,5984367,880951.7020621222,51302314.95216209,8.572722052668576,0.03,3.79160926722042,-6.572722052668576,-4.7811127854481565,-0.7667018727876024,-0.5577123294181524
NZ_CP053893.1.region004,19578.0,2.658494228215344,1.9291571901646007,0.0,1.0,2.0,4.0,15.0,18051,19578,18051,sample_2,0_2GB,NZ_CP053893_1,region004,Genome3,0.1472088363,5984367,880951.7020621222,51302314.95216209,8.572722052668576,0.03,3.79160926722042,-6.572722052668576,-4.7811127854481565,-0.7667018727876024,-0.5577123294181524
NZ_CP053893.1.region006,20740.0,3.158196721311475,2.0401481260362435,0.0,2.0,3.0,4.0,15.0,19592,20740,19592,sample_2,0_2GB,NZ_CP053893_1,region006,Genome3,0.1472088363,5984367,880951.7020621222,51302314.95216209,8.572722052668576,0.03,5.68741390083063,-5.572722052668576,-2.885308151837946,-0.6500528091814035,-0.3365684941272285
NZ_CP053893.1.region003,20374.0,2.916903897123785,2.7950872179106945,0.0,2.0,3.0,4.0,86.0,19214,20341,19181,sample_2,0_2GB,NZ_CP053893_1,region003,Genome3,0.1472088363,5984367,880951.7020621222,51302314.95216209,8.572722052668576,0.03,5.68741390083063,-5.572722052668576,-2.885308151837946,-0.6500528091814035,-0.3365684941272285
NZ_CP053893.1.region001,21541.0,2.7088343159556194,1.6719573708220976,0.0,2.0,3.0,4.0,15.0,19918,21538,19915,sample_2,0_2GB,NZ_CP053893_1,region001,Genome3,0.1472088363,5984367,880951.7020621222,51302314.95216209,8.572722052668576,0.03,5.68741390083063,-5.572722052668576,-2.885308151837946,-0.6500528091814035,-0.3365684941272285
NZ_CP020566.1.region001,21701.0,12.177411179208333,4.608332300086407,0.0,9.0,12.0,14.0,36.0,21699,21701,21699,sample_2,0_2GB,NZ_CP020566_1,region001,Genome2,0.2220722844,2071952,460123.1138071488,26795317.88865229,12.932402820457373,0.03,22.74965560332252,-0.9324028204573729,9.817252782865147,-0.07209818882090754,0.7591205531686296
NZ_LT906470.1.region002,32244.0,7.827688872348344,4.253302495997397,0.0,5.0,7.0,9.0,54.0,32229,32242,32227,sample_2,0_2GB,NZ_LT906470_1,region002,Genome5,0.138214488,2041290,282135.85220952,16430211.0041542,8.048935234167708,0.03,13.27063243527147,-1.0489352341677076,5.221697201103762,-0.13031975083051736,0.6487438461347871
NZ_LT906470.1.region003,21755.0,6.969570213743967,3.375028597303357,0.0,5.0,7.0,8.0,33.0,21697,21739,21681,sample_2,0_2GB,NZ_LT906470_1,region003,Genome5,0.138214488,2041290,282135.85220952,16430211.0041542,8.048935234167708,0.03,13.27063243527147,-1.0489352341677076,5.221697201103762,-0.13031975083051736,0.6487438461347871
NZ_LT906470.1.region001,26313.0,7.478546725952951,3.868064609445913,0.0,5.0,7.0,9.0,43.0,26268,26313,26268,sample_2,0_2GB,NZ_LT906470_1,region001,Genome5,0.138214488,2041290,282135.85220952,16430211.0041542,8.048935234167708,0.03,13.27063243527147,-1.0489352341677076,5.221697201103762,-0.13031975083051736,0.6487438461347871
NZ_LT906445.1.region001,21700.0,10.291336405529954,4.828455808480937,1.0,7.0,9.0,12.0,36.0,21700,21700,21700,sample_2,0_2GB,NZ_LT906445_1,region001,Genome4,0.187829421,2132142,400478.997349782,23321936.498529848,10.93826607164525,0.03,17.06224170249189,-1.9382660716452502,6.123975630846639,-0.1772004867087413,0.5598671298297937
NC_014328.1.region003,20732.0,5.777879606405556,3.0196575557130028,0.0,4.0,5.0,7.0,24.0,20656,20725,20649,sample_4,0_2GB,NC_014328_1,region003,Genome1,0.2514535408748546,4630065,1164246.2387307335,68177090.4663612,14.724866814258805,0.03,9.47902316805105,-9.724866814258805,-5.245843646207755,-0.6604383548543707,-0.35625745973661027
NC_014328.1.region005,21571.0,6.08673682258588,10.398474254645,0.0,4.0,5.0,7.0,250.0,21544,21570,21543,sample_4,0_2GB,NC_014328_1,region005,Genome1,0.2514535408748546,4630065,1164246.2387307335,68177090.4663612,14.724866814258805,0.03,9.47902316805105,-9.724866814258805,-5.245843646207755,-0.6604383548543707,-0.35625745973661027
NC_014328.1.region004,22089.0,6.327131151251754,10.288565909685827,0.0,4.0,5.0,7.0,250.0,21989,22066,21966,sample_4,0_2GB,NC_014328_1,region004,Genome1,0.2514535408748546,4630065,1164246.2387307335,68177090.4663612,14.724866814258805,0.03,9.47902316805105,-9.724866814258805,-5.245843646207755,-0.6604383548543707,-0.35625745973661027
NC_014328.1.region002,19021.0,5.886756742547711,2.866647782169192,0.0,4.0,6.0,7.0,24.0,18961,19019,18959,sample_4,0_2GB,NC_014328_1,region002,Genome1,0.2514535408748546,4630065,1164246.2387307335,68177090.4663612,14.724866814258805,0.03,11.37482780166126,-8.724866814258805,-3.350039012597545,-0.5925260258252449,-0.22750895168393234
NC_014328.1.region001,18132.0,6.267648356496801,4.080663851477046,0.0,4.0,6.0,8.0,220.0,18094,18086,18048,sample_4,0_2GB,NC_014328_1,region001,Genome1,0.2514535408748546,4630065,1164246.2387307335,68177090.4663612,14.724866814258805,0.03,11.37482780166126,-8.724866814258805,-3.350039012597545,-0.5925260258252449,-0.22750895168393234
NZ_CP053893.1.region002,19846.0,16.360223722664518,33.52043315173741,0.0,2.0,3.0,6.0,246.0,19271,19844,19269,sample_4,0_2GB,NZ_CP053893_1,region002,Genome3,0.1776739718822325,5984367,1063266.25409096,62263803.98189453,10.404409352216287,0.03,5.68741390083063,-7.4044093522162875,-4.716995451385658,-0.7116607105274114,-0.45336503896599095
NZ_CP053893.1.region005,66020.0,3.059588003635262,1.936516432543272,0.0,2.0,3.0,4.0,21.0,61993,65902,61878,sample_4,0_2GB,NZ_CP053893_1,region005,Genome3,0.1776739718822325,5984367,1063266.25409096,62263803.98189453,10.404409352216287,0.03,5.68741390083063,-7.4044093522162875,-4.716995451385658,-0.7116607105274114,-0.45336503896599095
NZ_CP053893.1.region004,19578.0,3.13826744304832,1.8472427476077045,0.0,2.0,3.0,4.0,16.0,18689,19578,18689,sample_4,0_2GB,NZ_CP053893_1,region004,Genome3,0.1776739718822325,5984367,1063266.25409096,62263803.98189453,10.404409352216287,0.03,5.68741390083063,-7.4044093522162875,-4.716995451385658,-0.7116607105274114,-0.45336503896599095
NZ_CP053893.1.region006,20740.0,3.900433944069431,2.4331101259943635,0.0,2.0,3.0,5.0,18.0,20190,20740,20190,sample_4,0_2GB,NZ_CP053893_1,region006,Genome3,0.1776739718822325,5984367,1063266.25409096,62263803.98189453,10.404409352216287,0.03,5.68741390083063,-7.4044093522162875,-4.716995451385658,-0.7116607105274114,-0.45336503896599095
NZ_CP053893.1.region003,20374.0,3.396142141945617,3.5268409124029567,0.0,2.0,3.0,4.0,100.0,19451,20341,19419,sample_4,0_2GB,NZ_CP053893_1,region003,Genome3,0.1776739718822325,5984367,1063266.25409096,62263803.98189453,10.404409352216287,0.03,5.68741390083063,-7.4044093522162875,-4.716995451385658,-0.7116607105274114,-0.45336503896599095
NZ_CP053893.1.region001,21541.0,3.041177289819414,1.7347622281200483,0.0,2.0,3.0,4.0,14.0,20466,21538,20466,sample_4,0_2GB,NZ_CP053893_1,region001,Genome3,0.1776739718822325,5984367,1063266.25409096,62263803.98189453,10.404409352216287,0.03,5.68741390083063,-7.4044093522162875,-4.716995451385658,-0.7116607105274114,-0.45336503896599095
NZ_CP020566.1.region001,21701.0,13.846090041933552,4.894198299275286,2.0,10.0,13.0,16.0,41.0,21701,21701,21701,sample_4,0_2GB,NZ_CP020566_1,region001,Genome2,0.2547685698745231,2071952,527868.247888658,30911434.448660497,14.91899158313537,0.03,24.645460236932728,-1.9189915831353694,9.726468653797358,-0.1286274325206151,0.6519521510282431
NZ_LT906470.1.region002,32244.0,8.432359508745813,5.018569481362179,0.0,6.0,8.0,10.0,75.0,32240,32242,32238,sample_4,0_2GB,NZ_LT906470_1,region002,Genome5,0.1540974178845902,2041290,314557.5181536351,18420172.347230032,9.023790028477109,0.03,15.16643706888168,-1.0237900284771086,6.1426470404045705,-0.11345454905823951,0.6807169738014426
NZ_LT906470.1.region003,21755.0,8.145391863939324,3.718396760170533,0.0,6.0,8.0,10.0,41.0,21730,21739,21714,sample_4,0_2GB,NZ_LT906470_1,region003,Genome5,0.1540974178845902,2041290,314557.5181536351,18420172.347230032,9.023790028477109,0.03,15.16643706888168,-1.0237900284771086,6.1426470404045705,-0.11345454905823951,0.6807169738014426
NZ_LT906470.1.region001,26313.0,7.936077224185763,3.870620063583479,0.0,5.0,7.0,10.0,36.0,26297,26313,26297,sample_4,0_2GB,NZ_LT906470_1,region001,Genome5,0.1540974178845902,2041290,314557.5181536351,18420172.347230032,9.023790028477109,0.03,13.27063243527147,-2.0237900284771086,4.246842406794361,-0.22427273042595958,0.4706273520762623
NZ_LT906445.1.region001,21700.0,9.431382488479263,5.280756801114924,0.0,6.0,8.0,11.0,41.0,21692,21700,21692,sample_4,0_2GB,NZ_LT906445_1,region001,Genome4,0.1620064994837993,2132142,345420.8618223868,20227498.755853742,9.486937903692034,0.03,15.16643706888168,-1.4869379036920343,5.679499165189645,-0.15673528369078524,0.5986651565390085
NC_014328.1.region003,20732.0,4.603173837545823,2.557413773651786,0.0,3.0,4.0,6.0,21.0,20389,20725,20382,sample_1,0_2GB,NC_014328_1,region003,Genome1,0.1927439608192744,4630065,892417.0669506937,55919046.95223929,12.07737838502036,0.03,7.58321853444084,-8.07737838502036,-4.49415985057952,-0.668802295292725,-0.3721138567748819
NC_014328.1.region005,21571.0,4.872792174678967,8.593894776693823,0.0,3.0,4.0,6.0,205.0,21143,21570,21142,sample_1,0_2GB,NC_014328_1,region005,Genome1,0.1927439608192744,4630065,892417.0669506937,55919046.95223929,12.07737838502036,0.03,7.58321853444084,-8.07737838502036,-4.49415985057952,-0.668802295292725,-0.3721138567748819
NC_014328.1.region004,22089.0,4.784734483226946,8.35630020944221,0.0,3.0,4.0,6.0,205.0,21738,22066,21715,sample_1,0_2GB,NC_014328_1,region004,Genome1,0.1927439608192744,4630065,892417.0669506937,55919046.95223929,12.07737838502036,0.03,7.58321853444084,-8.07737838502036,-4.49415985057952,-0.668802295292725,-0.3721138567748819
NC_014328.1.region002,19021.0,4.383208033226434,2.2742303980830862,0.0,3.0,4.0,6.0,21.0,18708,19019,18706,sample_1,0_2GB,NC_014328_1,region002,Genome1,0.1927439608192744,4630065,892417.0669506937,55919046.95223929,12.07737838502036,0.03,7.58321853444084,-8.07737838502036,-4.49415985057952,-0.668802295292725,-0.3721138567748819
NC_014328.1.region001,18132.0,4.524266490183102,3.2702981295725526,0.0,3.0,4.0,6.0,158.0,17817,18086,17771,sample_1,0_2GB,NC_014328_1,region001,Genome1,0.1927439608192744,4630065,892417.0669506937,55919046.95223929,12.07737838502036,0.03,7.58321853444084,-8.07737838502036,-4.49415985057952,-0.668802295292725,-0.3721138567748819
NZ_CP053893.1.region002,19846.0,15.078504484530889,31.44377994218861,0.0,2.0,3.0,7.0,241.0,18787,19844,18785,sample_1,0_2GB,NZ_CP053893_1,region002,Genome3,0.1581769533158177,5984367,946588.93958372,59313468.23959494,9.911402198360316,0.03,5.68741390083063,-6.9114021983603156,-4.223988297529686,-0.6973183067380413,-0.42617464340499445
NZ_CP053893.1.region005,66020.0,2.653438352014541,1.7025986888604778,0.0,1.0,2.0,4.0,22.0,61197,65902,61079,sample_1,0_2GB,NZ_CP053893_1,region005,Genome3,0.1581769533158177,5984367,946588.93958372,59313468.23959494,9.911402198360316,0.03,3.79160926722042,-7.9114021983603156,-6.119792931139896,-0.7982122044920276,-0.6174497622699964
NZ_CP053893.1.region004,19578.0,3.175247727040556,2.0179473255564644,0.0,2.0,3.0,4.0,13.0,18511,19578,18511,sample_1,0_2GB,NZ_CP053893_1,region004,Genome3,0.1581769533158177,5984367,946588.93958372,59313468.23959494,9.911402198360316,0.03,5.68741390083063,-6.9114021983603156,-4.223988297529686,-0.6973183067380413,-0.42617464340499445
NZ_CP053893.1.region006,20740.0,3.1659112825458053,1.9219058088837155,0.0,2.0,3.0,4.0,11.0,19611,20740,19611,sample_1,0_2GB,NZ_CP053893_1,region006,Genome3,0.1581769533158177,5984367,946588.93958372,59313468.23959494,9.911402198360316,0.03,5.68741390083063,-6.9114021983603156,-4.223988297529686,-0.6973183067380413,-0.42617464340499445
